DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/14/2018,7:40,,,40.607697,-74.13305,"(40.607697, -74.13305)",SOUTH GANNON AVENUE             ,MANN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880654,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,7:45,,,,,,PARSONS BOULEVARD               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880849,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,7:55,QUEENS,11372,40.74681,-73.89176,"(40.74681, -73.89176)",ROOSEVELT AVENUE                ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880971,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,8:05,BRONX,10466,40.88845,-73.841965,"(40.88845, -73.841965)",BAYCHESTER AVENUE               ,EAST 233 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3880572,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,8:15,QUEENS,11413,40.661278,-73.75093,"(40.661278, -73.75093)",,,145-17    229 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880693,PASSENGER VEHICLE,,,,
04/14/2018,8:15,BROOKLYN,11208,40.680016,-73.87743,"(40.680016, -73.87743)",LOGAN STREET                    ,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3882110,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,8:15,BROOKLYN,11237,40.711338,-73.92513,"(40.711338, -73.92513)",MESEROLE STREET                 ,GARDNER AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3882077,FORKL,SPORT UTILITY / STATION WAGON,,,
04/14/2018,8:30,BROOKLYN,11216,40.688267,-73.947784,"(40.688267, -73.947784)",,,749       MARCY AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881057,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,8:35,BROOKLYN,11217,40.68405,-73.97746,"(40.68405, -73.97746)",ATLANTIC AVENUE                 ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3880984,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,8:45,BRONX,10467,40.877537,-73.8622,"(40.877537, -73.8622)",,,789       EAST 211 STREET               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3880564,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/14/2018,8:45,BROOKLYN,11208,40.681366,-73.8727,"(40.681366, -73.8727)",,,3350      ATLANTIC AVENUE               ,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3882178,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,8:50,,,40.63082,-73.88636,"(40.63082, -73.88636)",SHORE PARKWAY                   ,ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881727,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,8:57,QUEENS,11368,40.75813,-73.85696,"(40.75813, -73.85696)",NORTHERN BOULEVARD              ,112 PLACE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3881172,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,9:00,MANHATTAN,10022,40.760925,-73.96705,"(40.760925, -73.96705)",3 AVENUE                        ,EAST 58 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880571,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:00,QUEENS,11373,40.735332,-73.88584,"(40.735332, -73.88584)",KNEELAND AVENUE                 ,HILLYER STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880972,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,9:00,,,40.697613,-73.98496,"(40.697613, -73.98496)",CONCORD STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880576,SPORT UTILITY / STATION WAGON,TAXI,,,
04/14/2018,9:00,,,,,,EAST FORDHAM ROAD               ,BRONX PARK EAST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880649,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,9:05,,,,,,VANWYCK EXPRESSWAY              ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880630,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:15,,,40.83315,-73.8871,"(40.83315, -73.8871)",NASSAU EXPRESSWAY               ,ROCKAWAY BOULEVARD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3881535,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,9:19,,,40.679592,-73.93488,"(40.679592, -73.93488)",FULTON STREET                   ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3881256,PASSENGER VEHICLE,,,,
04/14/2018,9:20,,,,,,BEACH 84 STREET                 ,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3880436,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,9:21,,,40.699703,-73.99627,"(40.699703, -73.99627)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880581,PASSENGER VEHICLE,,,,
04/14/2018,9:25,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3882254,PASSENGER VEHICLE,,,,
04/14/2018,9:25,QUEENS,11354,40.761383,-73.8353,"(40.761383, -73.8353)",COLLEGE POINT BOULEVARD         ,KING ROAD,,2,0,0,0,0,0,2,0,Illness,Unspecified,Unspecified,,,3880843,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/14/2018,9:30,BRONX,10460,40.83315,-73.8871,"(40.83315, -73.8871)",EAST 172 STREET                 ,BRYANT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3880822,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
04/14/2018,9:30,BROOKLYN,11212,40.66578,-73.91942,"(40.66578, -73.91942)",HOWARD AVENUE                   ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880748,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:30,BROOKLYN,11233,40.678276,-73.910805,"(40.678276, -73.910805)",ROCKAWAY AVENUE                 ,FULTON STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3880666,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,9:35,MANHATTAN,10035,40.80142,-73.93446,"(40.80142, -73.93446)",2 AVENUE                        ,EAST 123 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3882294,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:39,BROOKLYN,11226,40.650856,-73.9486,"(40.650856, -73.9486)",EAST 31 STREET                  ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881677,PASSENGER VEHICLE,,,,
04/14/2018,9:40,,,,,,HORACE HARDING EXPRESSWAY       ,KISSENA BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880850,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:40,,,40.822056,-73.920395,"(40.822056, -73.920395)",PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3881360,PASSENGER VEHICLE,,,,
04/14/2018,9:45,,,40.7092,-73.9919,"(40.7092, -73.9919)",MANHATTAN BR UPPER              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880469,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:50,BROOKLYN,11236,40.63145,-73.887085,"(40.63145, -73.887085)",ROCKAWAY PARKWAY                ,SCHENCK STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881726,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:50,,,40.69383,-73.82888,"(40.69383, -73.82888)",118 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3882085,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/14/2018,9:50,BROOKLYN,11208,40.68536,-73.88221,"(40.68536, -73.88221)",FORCE TUBE AVENUE               ,JAMAICA AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3882211,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,,
04/14/2018,9:57,,,,,,OCEAN PARKWAY                   ,,,0,0,0,0,0,0,0,0,,,,,,3881288,,,,,
04/13/2018,0:00,BROOKLYN,11207,40.660656,-73.885796,"(40.660656, -73.885796)",VAN SICLEN AVENUE               ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3882177,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,0:00,MANHATTAN,10030,40.822834,-73.941925,"(40.822834, -73.941925)",WEST 145 STREET                 ,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881228,BICYCLE,,,,
04/13/2018,0:00,MANHATTAN,10031,40.824703,-73.944275,"(40.824703, -73.944275)",SAINT NICHOLAS AVENUE           ,WEST 146 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3880380,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/13/2018,0:00,MANHATTAN,10036,,,,AVENUE OF THE AMERICAS          ,W 45TH STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3880152,TK,TAXI,,,
04/13/2018,0:00,QUEENS,11101,40.749054,-73.95222,"(40.749054, -73.95222)",VERNON BOULEVARD                ,44 DRIVE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880368,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,0:00,QUEENS,11366,40.723824,-73.797615,"(40.723824, -73.797615)",UNION TURNPIKE                  ,171 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3880332,BUS,SELF,,,
04/13/2018,0:00,,,40.68957,-73.85706,"(40.68957, -73.85706)",86 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880155,PASSENGER VEHICLE,,,,
04/13/2018,0:00,,,40.592815,-73.90808,"(40.592815, -73.90808)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3880542,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,0:00,,,40.731964,-73.97412,"(40.731964, -73.97412)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3880490,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,0:00,,,40.750965,-73.94027,"(40.750965, -73.94027)",QUEENS PLAZA NORTH              ,CRESCENT STREET,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3882067,PASSENGER VEHICLE,,,,
04/13/2018,0:24,,,40.76663,-73.88903,"(40.76663, -73.88903)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880837,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,0:25,QUEENS,11433,40.707935,-73.78557,"(40.707935, -73.78557)",JAMAICA AVENUE                  ,175 STREET,,2,0,2,0,0,0,0,0,Other Electronic Device,,,,,3879262,PASSENGER VEHICLE,,,,
04/13/2018,0:30,MANHATTAN,10036,40.763233,-73.99287,"(40.763233, -73.99287)",,,697       10 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3879591,PASSENGER VEHICLE,TK,,,
04/13/2018,0:30,,,40.721416,-73.72533,"(40.721416, -73.72533)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3880148,DS,,,,
04/13/2018,0:30,QUEENS,11368,40.745266,-73.85596,"(40.745266, -73.85596)",108 STREET                      ,49 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3879276,CONV,SPORT UTILITY / STATION WAGON,,,
04/13/2018,0:38,MANHATTAN,10032,40.843716,-73.94143,"(40.843716, -73.94143)",,,255       FORT WASHINGTON AVENUE        ,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3880012,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,0:45,QUEENS,11372,40.747772,-73.89163,"(40.747772, -73.89163)",,,37-54     74 STREET                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3880948,PASSENGER VEHICLE,,,,
04/13/2018,0:49,,,40.63608,-74.13709,"(40.63608, -74.13709)",,,1616      CASTLETON AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879484,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,0:55,BROOKLYN,11236,40.636433,-73.89876,"(40.636433, -73.89876)",,,9218      AVENUE L                      ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3879597,PASSENGER VEHICLE,,,,
04/13/2018,10:00,BROOKLYN,11206,40.698185,-73.9374,"(40.698185, -73.9374)",BROADWAY                        ,BELVIDERE STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3880737,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,10:00,BROOKLYN,11225,40.665546,-73.9537,"(40.665546, -73.9537)",ROGERS AVENUE                   ,MONTGOMERY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880235,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/13/2018,10:00,BROOKLYN,11236,40.641247,-73.91468,"(40.641247, -73.91468)",,,572       EAST 84 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881742,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,10:00,MANHATTAN,10022,40.759136,-73.96834,"(40.759136, -73.96834)",,,919       3 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880317,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,10:00,QUEENS,11423,40.719635,-73.76277,"(40.719635, -73.76277)",201 STREET                      ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3881513,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,10:00,STATEN ISLAND,10304,40.59703,-74.09337,"(40.59703, -74.09337)",RICHMOND ROAD                   ,OLD TOWN ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880444,LL,PASSENGER VEHICLE,,,
04/13/2018,10:00,,,40.695877,-73.81487,"(40.695877, -73.81487)",134 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880186,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
04/13/2018,10:00,,,40.6752,-73.86288,"(40.6752, -73.86288)",BELMONT AVENUE                  ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3880225,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,10:08,BRONX,10475,40.87762,-73.83618,"(40.87762, -73.83618)",,,2011      GIVAN AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881407,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,10:10,BRONX,10462,40.854443,-73.86526,"(40.854443, -73.86526)",,,762       LYDIG AVENUE                  ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3881421,TAXI,,,,
04/13/2018,10:15,BRONX,10451,40.822838,-73.928764,"(40.822838, -73.928764)",RIVER AVENUE                    ,EAST 151 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3881029,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,10:15,MANHATTAN,10016,40.75077,-73.98035,"(40.75077, -73.98035)",,,27        EAST 39 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880395,PASSENGER VEHICLE,TK,,,
04/13/2018,10:15,,,40.752316,-73.8324,"(40.752316, -73.8324)",AVERY AVENUE                    ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880832,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,10:20,MANHATTAN,10022,40.755756,-73.96479,"(40.755756, -73.96479)",1 AVENUE                        ,EAST 53 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880320,PASSENGER VEHICLE,BICYCLE,,,
04/13/2018,10:20,,,40.82577,-73.91542,"(40.82577, -73.91542)",PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3880248,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,10:30,,,40.704422,-73.99491,"(40.704422, -73.99491)",BROOKLYN BRIDGE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880398,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,10:30,,,40.630505,-74.18623,"(40.630505, -74.18623)",GOETHALS ROAD NORTH             ,WESTERN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880047,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/13/2018,10:30,,,40.730057,-73.999374,"(40.730057, -73.999374)",SULLIVAN STREET                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3881081,van,TAXI,,,
04/13/2018,10:40,BROOKLYN,11204,40.61217,-73.98244,"(40.61217, -73.98244)",,,1407      WEST 8 STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880334,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,10:40,MANHATTAN,10016,40.746403,-73.97973,"(40.746403, -73.97973)",LEXINGTON AVENUE                ,EAST 34 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3881162,SPORT UTILITY / STATION WAGON,TAXI,,,
04/13/2018,10:40,MANHATTAN,10024,40.783676,-73.975586,"(40.783676, -73.975586)",,,130       WEST 81 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881281,SPORT UTILITY / STATION WAGON,DP,,,
04/13/2018,10:45,QUEENS,11434,40.674744,-73.76368,"(40.674744, -73.76368)",FARMERS BOULEVARD               ,GARRETT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880190,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,10:49,,,40.629536,-74.15657,"(40.629536, -74.15657)",MAPLE PARKWAY                   ,CONFEDERATION PLACE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3881182,PASSENGER VEHICLE,,,,
04/13/2018,10:50,BROOKLYN,11229,40.607983,-73.96071,"(40.607983, -73.96071)",,,1219      QUENTIN ROAD                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880025,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2018,10:50,,,40.66559,-73.83132,"(40.66559, -73.83132)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880054,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,10:50,,,40.830936,-73.91241,"(40.830936, -73.91241)",EAST 167 STREET                 ,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,3880066,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/13/2018,10:50,BROOKLYN,11203,40.64644,-73.927864,"(40.64644, -73.927864)",BEVERLEY ROAD                   ,EAST 52 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3881660,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/13/2018,10:54,,,40.792263,-73.79332,"(40.792263, -73.79332)",THROGS NECK BRIDGE              ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3880938,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,10:55,QUEENS,11375,40.734978,-73.85326,"(40.734978, -73.85326)",62 DRIVE                        ,YELLOWSTONE BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3880035,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,10:57,BROOKLYN,11220,40.637794,-74.0251,"(40.637794, -74.0251)",67 STREET                       ,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880414,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,10:58,MANHATTAN,10005,40.7066,-74.00664,"(40.7066, -74.00664)",,,110       MAIDEN LANE                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879993,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,11:00,BROOKLYN,11203,40.637455,-73.92886,"(40.637455, -73.92886)",UTICA AVENUE                    ,FARRAGUT ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881657,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/13/2018,11:00,BROOKLYN,11208,40.68755,-73.87523,"(40.68755, -73.87523)",,,40        EUCLID AVENUE                 ,0,0,0,0,0,0,0,0,,,,,,3880227,,,,,
04/13/2018,11:00,MANHATTAN,10018,40.757107,-73.997314,"(40.757107, -73.997314)",WEST 38 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3881530,PASSENGER VEHICLE,TAXI,,,
04/13/2018,11:00,QUEENS,11413,40.659634,-73.764824,"(40.659634, -73.764824)",,,147-29    183 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880355,TR,TK,,,
04/13/2018,11:00,,,40.73113,-73.87361,"(40.73113, -73.87361)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880947,PASSENGER VEHICLE,FB,,,
04/13/2018,11:00,,,40.704494,-73.81743,"(40.704494, -73.81743)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880037,SPORT UTILITY / STATION WAGON,AM,,,
04/13/2018,11:00,QUEENS,11105,40.779854,-73.91968,"(40.779854, -73.91968)",,,22-73     19 STREET                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3881054,PASSENGER VEHICLE,,,,
04/13/2018,11:00,,,40.833916,-73.93136,"(40.833916, -73.93136)",MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3880378,PASSENGER VEHICLE,DS,,,
04/13/2018,11:01,,,,,,,,1480      SHORE PARKWAY                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880338,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,11:03,MANHATTAN,10004,40.706657,-74.015915,"(40.706657, -74.015915)",WEST STREET                     ,MORRIS STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3881830,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,11:08,,,40.755882,-73.798,"(40.755882, -73.798)",45 AVENUE                       ,,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3880833,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/13/2018,11:12,QUEENS,11427,40.73346,-73.73546,"(40.73346, -73.73546)",HILLSIDE AVENUE                 ,WINCHESTER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879950,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/13/2018,11:15,QUEENS,11385,40.695156,-73.89862,"(40.695156, -73.89862)",CYPRESS AVENUE                  ,78 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880257,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2018,11:15,,,40.589977,-73.99313,"(40.589977, -73.99313)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880326,SPORT UTILITY / STATION WAGON,,,,
04/13/2018,11:15,,,40.691536,-73.99912,"(40.691536, -73.99912)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3880038,TT,DP,,,
04/13/2018,11:15,,,40.78393,-73.94423,"(40.78393, -73.94423)",EAST 97 STREET                  ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3881911,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2018,11:16,,,40.69822,-73.943954,"(40.69822, -73.943954)",THROOP AVENUE                   ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,3881112,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
04/13/2018,11:18,,,40.715233,-74.005424,"(40.715233, -74.005424)",DUANE STREET                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879989,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
04/13/2018,11:20,,,40.74406,-74.00682,"(40.74406, -74.00682)",10 AVENUE                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3881529,PASSENGER VEHICLE,TK,,,
04/13/2018,11:25,,,40.84283,-73.83789,"(40.84283, -73.83789)",HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3880072,TK,,,,
